"censusYear","zone","Channel Islands","UK part not specified","Irish Republic","China","South Africa","Africa other","Caribbean","South America","Other Middle East","Other East Asia","Other Europe","Rest of World","England","Scotland","Wales","Northern Ireland","Australia","Canada","New Zealand","Kenya","Zimbabwe","Nigeria","Bangladesh","India","Pakistan","Hong Kong","Malaysia","Singapore","France","Germany","Greece","Italy","Netherlands","Spain","Poland","Romania","Turkey","United States","Iran"
2001,"5912AE",0,1,7.0234444826227,1.0773399428944,9.99269554988597,7.9981738874715,0,0,2.2320198286831,4.9352865276349,3.0036196888546,2.0714837490926,335.908803157958,1429.50125865792,10.0794994562535,30.277057770749,7.996347774943,2.03847074842361,3.01805522895649,0,3,0.00034966893182,0.00030442466594,4.0100257189829,2.0184826643311,3.0936920700311,1.00180984442729,3.01848266433113,6.8415354445985,9.1220303568643,0.01154740684545,4,6.0036196888546,3,0,0,0,1.0187870889971,1.0083339346395
2001,"5912AF",1,0,10.2501440641952,1,2.01500033271109,3,0,3.00000000082512,2.9697994439442,6.2354431644024,7,2.1583109828343,288.755863193991,5047.36226013127,8.0150002636938,8.1611197596513,1,6.2551241967251,1.98489972197208,0,2,1.98489972197208,0.02868054591749,2.6830155917978,3.0485644613651,8.9876004837377,0.2501440895985,3.98528555260714,0.0000270443936,22.63341638283,0,5,0.0000000008251,0.0039493572128,2.94946512662829,0,1,0.058748810432,0
2001,"5912AG",1.23968830044076,0,12.0776215026106,0,6.99999992933244,2.0030452188306,3,0,0,10.1210164705176,9,5.8417025393625,353.861545482528,7775.124931775,13.2396883004408,22.0812978489003,5.2396883004408,5.32590993841098,1,0,0,0,0,8.0030452188306,5.0000000000858,11.0123995162623,2.07762147720725,3.04339499331036,1,25.2211527685057,0,5,1,1.9960506427872,11.9945356341976,0,0,2.000370644865,0
2001,"5912AH",2.67007415530211,0,11.0054956602477,0,0.9364895435848,4.0000218400144,0,0,0,15,2,3,256.563248533926,5356.6255040394,11.675227222011,5.0075801433084,3.6700741553021,4.67007415530211,1,1,0,0,1,2.0027696701383,3,4,0,6,1,27.0048104731702,0,1,0.0027478301238,1,4,0,0,2,1.0024052365851
2001,"5912AJ",0.08926351203906,0,14.0240238363165,0.0004499656116,1.00089993122327,3.0260835839305,1,0,2.0004499656116,5.9982390783506,3,4,228.223538390012,5753.48321859853,19.0878544616485,17.1288216359787,5.1306523140422,2.1058266408552,0,0,0,0,0,5.0748349990812,2.0740009378147,2.0004499656116,1.00044996561163,3.99859094960941,0.0026306689407,16.1393154817815,0,2,1,0,4,0,1,1.0352792242209,0
2001,"5912AK",0.00042473759934,0,17,0,8,2.9708493572245,0,2,2,8.0003215055681,4,9,245.28981833482,6452.05576365059,17.0007462431106,16.3176368798207,2.9838616087832,8.98386160884,2,2,0,0,1.0000000000568,3.9708493572813,4.346787522653,5,1,7.00032150556812,1,19.33022439378,0,10,1,1,3.00186069286509,0,0,5.9982416366516,0
2001,"5912AM",2,4,39.0877359904829,1.024362635109,11.1073806241642,15.9940543168406,0.00066619235254,3,4.024362635109,17.9531905466659,4.9806490256716,8.037645764581,679.638851324781,5493.48769173945,33.1134807979658,46.7125689413141,10.9979517775524,12.907171146783,4,4,1.98632408259139,0.20040180144535,0,6,1.9804484994265,7.024362635109,4.98064902567156,6.97254152099429,1.4328211568008,30.8386253970457,1,2.98044849942648,1,0.9603060129714,0,0,1,5.9944315872687,0
2001,"5912AN",2,2.46611951372615,29.1760119179497,1.9609899188694,18.8931253847378,11.0055684127313,4.99999989523185,3,4.9609899188694,21.9999999046681,18.0005060089019,19.962354235419,1483.83536605432,10437.3484113002,69.0117643216834,114.782396566757,15.0015591865225,20.0839783149383,1,2,2.00556841273134,3.80061011159036,1,3.4666255226281,15.0195515005735,16.9609899188694,5,14.9999998952319,3,71.7992395384204,0,10.0195515005735,1,0.0392049511035,4,0,1,6.0055684127313,1
2001,"5912AP",0,1.53388048627385,8.0224725860538,0.0146474460216,10.9977162156104,7.9982222248234,0,3,1.0183006544087,11.9889981753952,6.9968654633469,1.9999999714551,415.117386034233,2659.44938329321,9.9765443684165,20.1037135401954,6.0073064453192,3.03517861136491,1.00365323693205,1.9982222248234,1,3.99898798157396,0.00365323693205,5.5370277139929,1.1407144454596,2.0146474460216,2.99999997145505,3.98899818454347,1.0124538165398,10.204959666922,0,2,1,0,1,0,0,3.9999999429101,1.9765443628746
2001,"5912AQ",2.98936504247301,1,33.9888382905608,1.0208769045354,15.9962598696139,15.974947548297,2,4.99295466413027,3.0517431005687,29.9850307446651,22.9532929511749,11.010288739014,1196.30934589006,12293.0883578532,63.0002507109586,83.0242050191954,11.0299388469144,15.001215760656,4.00000000395991,4.00116122781971,4,4,0,10.9563982317321,32.9870990338118,8,1.00121577232739,14.9955118696129,7.9958760994912,70.2618348383043,0,12.9662747352708,3.0060053540765,4.0449082347533,6.00000000317658,1,4.98936504247301,23.9788912604758,4.0102887203954
2001,"5912AR",10.010634957527,1,50.7390831377115,8.9017831525703,22.9923041882083,24.0290336230774,10.9993339124156,4.00704533504461,19.7427844003763,56.0995841079509,33.0636255823891,21.8345621995958,2649.67358764167,13010.9107303192,109.81049985544,158.208018547473,22.9668959639492,25.990147865545,8.99339181213938,9,10.0081075046773,4.01475071413977,0.99634676306795,22.3758921928647,47.8540082810634,22.9063079299689,11.0570831142621,24.0294634669249,14.5499828369658,87.1836375884111,3.98845259315455,10.0337252647292,12.9903749562438,6.9555808011718,6.0121861255199,0,0.01063495752699,29.0076236927112,9.0048329739762
2001,"5912AS",1.00000000197024,1,21.9895741496222,5.9999999996693,10.0055278914765,20.9999811523568,1,2.9929414107067,7.0000000136012,15.9952982630514,11.0014947845233,4.9994123779023,616.11500685787,5009.10763437074,31.9657633418108,50.9418838384337,7.999999987323,11.0000099681208,0.99999998792581,1.00061654735689,3,3,0.99999998103995,14.9647699840059,3.9929414107067,16.0000199718276,3.00000001804062,5.99529739974737,3.9994123615108,24.9852706366838,1,5.00000000526837,2.9858828214134,1,2.00012586363463,0,0,13.994127861733,0.0000008639569
2001,"5912AT",4,6,32.0005961182286,0,24.9864285622704,14.9593156440326,4.99997863366959,1.0070585892933,3,19.9999410312305,6.9864385586602,3.0005876401383,1032.93887523366,9213.56866054309,41.0129979543217,73.0221809951282,10.9964215215329,15.9999686185466,3.99999997085535,2,1,1.00000000034666,12,7.0352929466398,5.1165595085176,13.0087882566911,6.99997863360512,8,9.0627604599534,45.977081316515,1,9,4.0005557265975,2,2.000000010476,0,0,7.0094172350519,1.9999623871494
2001,"5912AU",1.00000000060013,4,24.8343312619908,0,6.01373589733119,14.0391417167342,1,2.00409442608576,2,27.6630370281843,5.0139247507051,7,1049.03381407704,9751.06375600807,44.6630759131169,52.347426690773,12.0035571126723,7.83167233081047,7.00000002914465,7.67104101596233,2.66391852908722,5,1,5.3224528850717,13.8904990807733,4.9947316486206,4.00000000633687,11.831327971888,7.7691551521374,46.3786854252968,2,2.00053318264821,5.842552281102,1,4.00000000633687,0,3.99999999999759,11.989823675565,0.0000367488938
2001,"5912AW",2.99999999802976,1,24.7995525971722,0.0000000003307,18,11.000018834402,1,0.99946681735179,7.0000000044394,20.9688301683948,9.9994133018402,8,832.676846312217,8976.10421965141,22.3366821990215,48.3049508498374,6.0000000174763,11.8001487340823,0.00000000811428,5.33608147091278,3.33608147091278,2,0.00000001896005,8.6721000097649,18.0000000000024,2,3.63147668067337,10.168681451392,5.1686720264629,38.3035325772359,3,4.99946681208342,2.168672028112,3,10.9998741163759,0,1.00000000000241,19.0005913618997,1.0000000081143
2001,"5913AA",3,0,19.3644606042484,3,17.037671848963,14.067433294267,2.10176944243153,1,3.0104103044589,12.0356373753047,8.8478406511347,3.998719134678,402.585134420775,5218.21977020192,13.7892434269298,29.686312927365,8.029073371656,13.0900606403145,3.03755709550058,3.92809628077268,21.4494415906384,0.00000000667067,0,13.9993933263373,3,4.9995710130506,0.99969666316864,2.0368507155107,4.0797118456456,27.7178363300254,1,4.99914812162744,1.9879235037652,2,11.9894378511106,0,3,5.0879394742325,4
2001,"5913AB",0,1,15.8104420860853,3.0000001313616,6.4077179187251,3.0520423775213,8.89823055756847,2.99999995378383,7.0000001313616,15.9293284611105,4.9191548079984,2.0008518783726,428.406477652034,6712.94185253389,20.9619099364247,41.8751180082398,6.0183758369679,9.94095687499762,4.99984216155132,1.96173081501571,7.99553550367226,2,0,10.9901849266239,13.0688880751016,3.1915235586707,3.94462693261865,6.99227452071068,5.9956933421209,42.7359535290801,2,7.00085187837256,2,1,33.0169139476676,0,1.00007675026568,17.8849108532325,0
2001,"5913AC",0,0,8.1021169727146,0,8.59228209008771,1.9901242686085,1,0.00000004621618,0,3.0715234260749,1.9919957232073,7.0000000000152,248.489593129143,4509.89695681444,11.0377745180412,25.5962907949205,1.0027074793343,6.06958478346073,1,2.03826918498429,0,0,0,1.0098153361145,2.9311119248984,0.8084764413293,0.05537306738135,2.00857735766188,2.0000001479054,26.4722626268911,0.00000000000161,3.00000014790542,0,1,7.99362771048349,0,3.99992324973432,3.0262396779732,0
2001,"5913AD",2,5,7.9232207298926,2,3,2,2,1,2.9530625886192,0.0000000008859,1,4.9530625886192,227.730413252976,4400.16968400406,14.2427300025433,8.7397395200278,3,2.00000000776437,0,0,1.0000000234934,0,0,6,7,2,0,0.00000000088595,0.1213649856428,9.0000000234934,0,0.36409495692836,2,2,3,0,1,4,0.9530625886192
2001,"5913AE",1,2,34.5483702777904,3.9999998686384,5.77120497642949,15.9224197782363,3.00000000726525,2,11.9270668987628,34.6822447560324,7.6676393202755,8.0847377758161,842.438329274231,10747.0196093786,46.8619963757145,61.2177594334134,9.960620972753,21.5097407019964,3.7714775771534,4.07190371922732,33.4925002402727,9.99999999332933,7.30331237798969,30.9679225280225,52.0118122413561,20.0004289869494,8.97204670946287,11.6821495061395,10.7280378264861,47.5741636461809,1,12,7.0120764962348,4,22.1971958884075,0,1,17.9656863421836,3
2001,"5913AF",1,2,25.9840435422811,4,15,19.967980281367,3.99999999273475,1,14.0625226654166,15.1448096456478,10,6.9993430117233,882.311575684358,16406.6112780681,45.9591858497543,68.049613455081,10.0053201453584,16.0029777475942,1,4,2.06252266541661,2,1.00031767491504,15.0036989122616,51.9594667756912,17,1.0282566273685,9.06003976354233,3.9816141074629,69.1752696442169,0.99999999999839,9.99999985209458,2,3,25.0282566273685,0,1,11.9933515171674,3
2001,"5913AG",7,0,11.1659278483474,0,8.19105658500524,4,1,4,1.969791295886,4.1618902050561,15.6529654765623,2.9690339617685,609.764902858564,5141.73819793977,24.4337252690696,28.0053508642705,8.9814763978793,12.2939407543479,2.1911112737518,2,1,0,1.66738497645504,12.0632597354694,0,7,0,2.19209890917013,2.3822225475036,21.187717471715,2,4.95849321536943,2.9664908535943,6,9.81652039575143,1,0.02305492309111,9.9999001623373,0
2001,"5913AH",1,0,2.0251953174473,0,6.00006658078947,4,0,0,1.030208704114,1.0292329607386,4.9204040208218,1.0309660382315,209.90842727361,2324.22368981001,11.9561646240659,12.9785513296599,3.0024257960511,0.06375352664835,0.0000118920429,0,0,0,0,3.9367402645306,1,3,0,0.99902425662458,0.0000237840858,10.2629180019458,0,2.04150678463057,0.0335091464057,2,1,0,0.97694507690889,0.9840020315931,2
2001,"5913AK",1,0,18.9727191448679,0.0015660751247,9.00313215024936,0,0.99552877736227,0,4.0015660751247,0.0015660751247,3.9955287773697,4,325.236211784798,6318.32932484616,13.9910575547395,22.5346879332848,7.9771903735531,3.00000000000745,0.00000000151186,2,5,0,0,14.9423061409984,13.5590636469513,2.0015660751247,0.00156607512468,0,1.0015660751247,30.5103122211302,0,2,0,1,2,0,1,3.975624292381,0
2001,"5913AL",1,0,12.0002211751902,0,5.00022119344522,5,0,3,2,10.0006635712082,10,5,364.894068727914,4222.72867123929,15.0000002221982,30.983771113611,4,4.99999997261744,0,0,9,0,0,5,0.0002211934452,10,3,4.99999999087248,1.0074456889156,27.9986924022273,0,4,0,0,1.00000022219822,1,0,4,0
2001,"5913AM",5.00008590756711,2,18.9997788324399,9,11.6745059161454,7,0,3,11,12.9097098373206,9.0000000076301,12,718.387305548446,7793.82654656376,26.9978643888186,37.0166781187304,9.0002293651456,15.82074684444,5.00005734128639,2,4,2,3,6.9937370819039,13.0004379182609,13,2.91037340852873,5.00000000912752,2,58.0161989756039,0,1.00008590756711,0,0,1.99999977780178,0,1,13,0
2001,"5913AN",3,2,7.884249078282,1.9138415803865,14.9182419227053,6.9133725322569,2.0027647194986,0.99601648324694,3.8276831607731,9.0031412871316,0.8392663231952,3.0253369491962,461.899814982124,4967.34814965368,24.6711319365351,30.0265897605701,5.9724461899542,14.7503431840831,1,2.00440034231872,0.00005541742725,0,0,11.950275700081,14.0221776712188,10.0256532569133,1.00031630771701,2.00282497941463,2,25.6244979325123,0,1.91384158038654,2,2,1.00005541742725,0,0,11.0586409318986,0
2001,"5913AP",1.99991409243289,1,33.5851167996262,5,15.3238652766961,8.0000000009602,1.00163720442631,2,5,19.0882189284268,12.1651355939402,6.1463648970519,753.049988789967,9081.82229271464,45.7385316740221,29.0191277610135,17.999770628807,16.3399362452731,5.99994265720175,1,4.99939486650712,0,4,10.0095373254369,24.3964076586436,29.9999998144563,3.08821892842684,7,3.8360110688648,43.0434904450499,0,12.4033822698368,2,2,5.99939489000053,1,0,6,0
2001,"5913AQ",0,0,19.979951733685,1.4193864879063,9.41938643857519,6.0861584166762,1,3.00398351675306,1.5055449042878,4.3332280715249,9.4575760176965,2.8576186197012,256.981799645951,3833.46026521603,11.0446914239756,16.5491513566831,3,4.08615841638143,2,1,2.00054969257222,0,0,4.9999445825728,2.9151520348035,1.6701240599214,1,2,1.2577387095626,22.6157635660626,0,2.0927578135625,0,0,4.00054969257222,0,1,10,0
2001,"5913AR",3.99999999781733,0,22.8030151191725,0.6667719317071,28.6637792513415,13.0000000019771,4,1.00000000025207,1.6667719349391,17.6653546110136,14.5424239813433,4.9706795340507,1027.46679472589,11475.5367937188,32.3130055129569,57.2909289615674,10.0275538100458,25.9540989608954,1,4.99560098770931,1,3,0,8.0553091563434,30.6651344649155,15.3045391764261,1.00140766304444,13.997175019494,7.7287231774974,79.7019905994215,4,4.22583747171873,1.0000000004307,3,6.00000000025207,0,1,16.9413590683535,1.000001330028
2001,"5913AS",1,1,10.0544610802044,0,7,2.9923438767641,0,0,1.0215462708361,1.9999999991141,0,3.0215462708361,187.534009453453,4593.68251791278,7.0017242755555,15.1001026176018,3,5,2,0,0,0,0,1.0034485511111,5.9846877535283,2.6112685964154,1,0.99999999911405,0,24.0049111042291,0,1,1,0,4.98660006954035,0,0,0.0030293661427,0.0215462708361
2001,"5913AT",0,0.21570993721544,10.4379475248233,0,1,1.9978233431993,0,0,0,3.0188612861869,1,1.9940943455299,189.501091517972,5162.9555856011,11.8883451227849,6.6936421860003,4.0001653530184,6.23495981306726,1.98818869105981,0,2,0.10785496860772,0,2,2.0289090969913,4.0075976495908,2,1.01886128618691,0.9824674368559,22.0167616108979,0,0.01886128618691,0,0,5.07547096973938,0,0,8,1.3235649058232
2001,"5913AU",0,0.04963081874493,10.3162603150375,0.0510499316169,7,5.0098327800366,0,0,1.0510499316169,7.9811387138131,2,2.0059056544701,277.437608737374,5668.22780131362,13.0085655446159,17.4209520329531,0.9998346469816,4.07463330748178,2.01181130894019,0,0,0.02481540937247,0,8.9965514488889,15.9864031494804,13.4321836856107,0,3.98113871381309,1.0175325631441,33.9745998225119,1,2.98113871381309,1,0,2.01339993045965,0,0,1.9969706338573,0.0744462281174
2001,"5913AW",1.38851840431176,1.73465924403963,13.6836093124227,2.9489500683831,3,3.0134177878011,1,2,6.9489500683831,4,6,0,301.724493043663,5234.13670973897,11.2429666324,12.1198523973452,15,9.46744368807449,0,0,2,0.86732962201981,0,3.9885413419753,4,5.9489500683831,1,3,1,21.7906997747907,2,5.03624952766997,1.0395178283053,0,7.00026755844144,0,0,5.0134177878011,2.6019888660594
2001,"5913AX",1.61148159568824,0,12.507721767512,2,3,2.9691743109606,1,3.98718223989987,2.0253911405447,5,4,4.0253911405447,449.522890688525,8555.39896229842,20.0639185260314,34.0225691884975,6,12.2229631913765,1,0,2,0,1,8.0840724308816,12,6,1,3,1,46.2169100770092,1,11.0459585128851,0.0837942325273,0,11.9114437117191,0,0,4.1159609752463,0.0253911405447
2001,"5914AA",3,3,26.6735029938666,1,11.9867257052994,18.9801672044519,2.0783926710736,7,7.9942444170634,18.0072229216017,9.0804920764621,6.0019338152469,784.647765893945,4272.09159696047,41.3195552799916,44.3950935488548,19.9709808790805,19.0674966327044,2.99892451178296,1.0066887099471,4.98751394675166,4,0.0783926710736,12.0850813810207,4.0133774198942,7,7.00123401345077,5.00598890815095,7,35.4432111057142,0,3.07909247286975,3.0016696126283,2,3.00069980179615,0,1,20.9928743173113,5
2001,"5914AB",0,0,10.9970343278263,2,5,5.0084725211039,0.00792473790307,0,9,6,4.0079247379031,10,400.274994594833,3496.17761054769,15.9987039405436,19.0132448403209,6.0001245177536,10.0228889031276,6.99845490503635,2,1.00012451775363,0,1.00792473790307,14.0079247379031,3,13,2,1,1,29.0062551251858,0,2.00792473790307,3.9983303872827,0,2,0,0,9.9970343278263,0
2001,"5914AE",3.00000000218267,0,16.2623950743317,1,8.0004160992172,10.0004690481296,3.00000000187312,3.45095234352701,3,6.981885694306,10,8,660.085207313486,5923.12054381046,26.9444366428912,26.4334506363554,9.000416099999,13.0098423412286,1,5.9931321606319,5,2,0,12.452038224769,1.0004690481296,2,0,4.00000000109134,4.9820292426184,31.4274721777305,0,2,7.0000000014424,1,5.45095234352701,0,1,16.9476501146143,1.9931321606319
2001,"5914AG",0,0,8,0,2,2.0275162224218,2,2,1,2,3.9805991384969,1.9853680389925,261.678125009555,2310.34515733746,7.0987793891027,12.2471051204103,3,8,1,0,0,0,0,5.9833894172303,0,0,0,1,1,3.0275162224218,0,0.05503244484353,0.0825486672653,3,2,0,0,12.0081153609187,0
2001,"5914AH",0.9969565150425,0,10.9999990993086,1,9.00059338980238,5.9705855514502,0,1.01281775984806,3.9846589949301,6.9812333729424,8.0174911681903,2.0146319610075,362.14596897157,2317.19823207949,23.626552424656,23.3994047322907,4.0010808003152,8.03852073127146,3.9969565150425,0.00686650934007,1,0,0,7.937521633398,0,3.0005404001576,1.99549357769709,1.00108080031521,4.0416172033465,17.9648542983675,0,4.83207750446148,5.7787982668321,0,2.98213574970818,0,0,14.8305865583081,0.0068665093401
2001,"5914AJ",3.0030434849575,0,12,0,6,2.0198465275239,0,3,1.0153410050699,9.0198465266815,10.0030434832727,7,370.445012636159,3149.23084160659,21.0903410026761,12.0455370338732,8,7.01059248899935,1.0030434849575,1,1,0,0,6.0045055224539,0,3,3.00450552161153,6,4.007549006569,15.0091304548725,0,1.03068201013988,2.0153410050699,2,1.03068201013988,1,0,15.0306820101399,0
2001,"5914AK",0,1,23.9991667229586,1,11.0019270090739,4.999146943265,2,4,3,14.999367838869,14.9991667229586,8,703.09408117748,4677.76808942426,46.1263751485486,34.0630573467788,10.9983334459171,18.0649843558527,0,0,3.00192700907388,1.99914694326504,0,5.0010739523389,3.0019270090739,4,7.99914694326504,5,3,37.12720842559,1,2,3,3,1,0,0,30.0679853172655,1
2001,"5914AM",0,1,10,0,2.00002453020571,2,0.99999999812688,0.99958445601186,0,4.0006987500395,2.0000245302057,2,277.224036064577,2252.54122306837,17.9997687740204,6.0013975001814,3.9999999981269,5.99144058545487,0.99999609731947,1.00069875003953,0.00069875003953,0,0,4.000694847359,0.0013975000791,0,1,0.00069875003953,0,10.0009780535127,0,0,1.9994278042019,0,0,0,0.99958445601186,2.0371060911239,0
2001,"5914AN",0,0,10.9993046470721,0,5,1.9993579334813,0,1,0,3.9993935504121,1.000000032952,7,422.998621275624,3428.91382217762,18.0002489273273,17.9999273988276,3.999251261807,15.999251261807,3.99999999992018,0,0,0,0,8.0000889691641,0,2.9999999999202,0.00014228860505,2.99925126180705,2,10.0001066387222,1,3,3,0,3.00005331936112,0,0,7.0001066387222,0
2001,"5914AP",2,2,33.4636316010405,12.3270992819089,6.07263446917585,7.0178265653648,4.04203644790358,1.1325352661342,13.3739782451023,12.9864709575926,6.0401762249002,5.9688477967682,808.120118573425,4849.70493051837,56.7306948369719,29.0317770760549,5.0269479295522,12.0328252943858,2.0048067204722,3.03487925213117,6.02682067128474,0.13261108922662,0,6.0817840157482,1.9866557501983,7.9818597821649,3.02072898307166,7.0179012356446,7.0064212724871,52.7388534168205,2,9.00001553328962,2,1.9946111460397,4.95386251495426,0,1.00041554398814,21.0874386759015,0
