"censusYear","zone","Channel Islands","UK part not specified","Irish Republic","China","South Africa","Africa other","Caribbean","South America","Other Middle East","Other East Asia","Other Europe","Rest of World","England","Scotland","Wales","Northern Ireland","Australia","Canada","New Zealand","Kenya","Zimbabwe","Nigeria","Bangladesh","India","Pakistan","Hong Kong","Malaysia","Singapore","France","Germany","Greece","Italy","Netherlands","Spain","Poland","Romania","Turkey","United States","Iran"
2001,"6451AW",4.00294403399412,2.09130673898632,9.1993866052008,0.0014720169971,11.9029205030886,2.0029440339941,1,0,2.0056881770836,9.1832359396679,0.1905440406158,12.0939768679516,624.381404655157,6223.89341191481,17.3807074787574,31.1512807414648,7.9908513697972,11.0138191868388,5.98256025004098,1.96473997892028,0,0.00147201699706,0,2.0861080922156,4,1.0913067389863,0.00243649281071,5.99654087807596,0,24.259838186999,0.00204810710447,1.00147201699706,1.0072150139211,0,1.00352364221833,0,0,12.9632767702041,0
2001,"6451AX",1,0,13.9431546205523,0,2.02160440517335,4,0,0,0,3.9983908437282,9.0418853989207,6.9966419439592,439.536031868613,5132.07024512341,26.0353071650561,30.9786992057665,2.0608092942084,11.0021937131412,1,1,0.00575123426288,0,2,0.9554886281701,1,5.0019144859466,0,2.99647635778167,2,28.0004131053718,0,1,0.997254514412,1,5.94634709041548,0,0,3.9746990799342,0
2001,"6451AZ",0,0,3.0006160390744,0,0,2.0000057263445,0,0.00008730960845,0.9968018360812,3,0,0,104.942494301928,990.63414414122,1.9968132887703,3.9968132887703,0,1.0006103127299,0.99680183608124,0,0,0,0,2.0000927629921,0,3,1,1,0,4.0006976223383,0,1,0.0006103127299,0,0,0,0,2,0
2001,"6452AB",3.01990656904522,0.20954796835595,75.0946874604535,14.3469431678979,10.4278537239775,28.9185057724613,1.95845106439662,8.46266471584005,20.4626541205298,34.5792402202503,19.9783966768417,11.13319718307,412.391744927023,2660.84211095377,21.4058625600756,236.48021840423,9.110666271891,8.17607991175641,4.13881948770835,3.00591480128064,2.40101397697715,6.04445299532394,2.29826397286287,19.1163185976012,37.8880762397132,14.2713321664759,19.4928641466263,2.29122406268745,37.3456551375375,32.1543501355745,15.3055366130599,5.88043372713654,2.9959625138564,25.7624628935033,4.91336441594431,0,0,7.4003883669082,0.8716640732853
2001,"6452AD",0.91443691164061,3.79949301151142,47.3180286908975,63.3420319937286,15.1084675916258,31.7701244138659,0.91443691164061,10.1630614678372,90.8325006802247,62.5302082161806,18.8395650116218,15.6450436985007,483.054843771287,1812.17322448124,19.843726181793,297.288017282768,5.5595050992297,11.2847992364149,3.2234363717586,1.67909758062434,3.17566820112953,8.80011854986528,8.74229053491004,30.3020180590608,12.9490515367224,4.6511913091639,21.3643385330344,5.45256573517895,22.2146916868391,33.1803156969675,33.981158222602,11.1015787342457,3,12.1141013270526,2.02996856180872,0,1,13.8848149030217,4.7463945361769
2001,"6452AE",1.06565651931417,0.99095902013262,56.8955549294081,29.5558529191377,9.52871663404276,87.0499119996838,2.1297368603565,7.06592962048536,46.1088530771703,35.2011269010409,16.504600290795,5.8159096743446,307.367914063476,2123.64975051412,9.5445154721632,200.087292359488,5.0707224209874,6.05553236434843,0.47603844448424,2.54785664342549,1.3847226222032,8.79206575548312,5.03537513675458,27.6352298807965,19.1834911771603,16.8866319025946,8.66591442013404,7.3012398148783,14.6563663587292,26.0743999275591,28.3031626456115,5.13521315159777,2,11.1844812844482,5.01139240229514,0,0,10.3892527415709,2.3987657522348
2001,"6452AF",5,0,75.3106606574417,49.699216162811,21.0140380944984,80.4737022100983,10,32.3558294858723,85.7356076672524,79.4738401874112,50.669518626669,40.9823123936694,1053.87868852936,6410.9150322065,49.9734080437437,331.717930307198,19.0735131920788,25.9195871236115,12.9345442609937,14.9122343251683,4.03859519969011,18.9908270290611,8.82132035135823,94.3928561961497,49.4794623494663,26.1357930501138,38.9823124316227,12.9874292941841,25.8329740472037,55.8946674665153,21.2813058530247,42.8745215476327,6,12.4591315593429,13.4664908165875,3,3,45.3230958775179,11.8548397115883
2001,"6452AG",0.09169619935932,3,44.4113464101692,21.8654705820353,6.88613810170045,33.504531264551,0.03337698779799,6.96673726333074,36.5314805140596,22.1914431195583,18.5435031722656,9.0610310465816,505.73266515273,7894.23620673521,18.9633385420532,147.596095704391,5.8025161451858,11.3877022631445,3.96505198292421,6.86642019860045,5.64913458723886,2.0159746886134,1.08644465986332,38.9594892374281,49.6893440518683,14.7867501700301,9.98811469069004,4.61410153302522,10.1968204174659,41.8264452495338,6.90705019462392,18.2416653385612,1.0874824884532,5.0493516764114,11.5727443544269,0,0.99647611849645,9.0562382697467,1
2001,"6452AH",0.90830380064068,0,19.1157244140476,5.1832489214387,3.97850279633944,8.2199257752003,1,2.13759405244349,9.1832489214387,5.943108658522,7.9501804359409,3.2426990910384,288.435840461751,6371.92058121775,13.1171623592895,35.7874542081984,10.8959027660433,4.97516649102623,2.99991496286215,2,1,1.00118700255108,0,18.2357184845162,8.2605991932249,15.7551905855271,1,2.99904050930214,5,28.4626188521427,0,3.16629872550338,4.137472560399,4,3.48143390520376,0,0,4.1853055676438,0.2407169526019
2001,"6452AJ",1,0,31.0740003911989,7.5750319796594,19.3914368027835,27.7824190221558,0,1.25239893222561,26.5750587813317,25.009434882312,12.3076395983119,7.939266803465,433.612641986826,10440.4512327486,19.2853394136757,47.9350602737324,12.0000268016723,11.3285852294702,2,1,10,4,4,26.9519001859403,12.2068925277927,10.1246380736504,11.027567518683,3.02379345764456,2.9856827562622,59.1125043699735,1,14.2706475241251,5.1792604891825,1,6.9856559545899,0,2.00352388150355,6.050734746738,4
2001,"6452AK",4,2,19.4725247138637,5.7150920146785,6.54176456541219,14.8583608696512,3.18414802415574,0.48933748788714,13.5703340368223,11.9600464393282,12.4376783601009,6.4837925242422,522.68479527581,5514.87795609235,25.4153849043431,33.0466185706858,9.9984030414183,13.6417364876102,3.91214429277778,2.99999999910804,2.99920152070916,5,0,39.7151930485412,7.9859490466499,5.2129960444287,3.98002321987699,0.98002321945119,6,35.785871698921,0,4.4887133332678,5.4008576260456,2,0,0,0,13.6983359416646,1
2001,"6452AL",0,1,36.589046814251,15.5591062073998,13.0218096812841,22.0464606883245,3.95570701417027,1.00038704411562,24.5651247592428,16.1815782527823,25.0882325819256,3.0043412440075,345.821727966733,6856.5563109876,22.8700212677315,66.1757063695044,12.1793428586642,12.6736570188503,0.99707277193634,3.07497405480682,1.35086541276114,2.80376532121828,6.88510962147872,36.9572808897133,51.944375042164,10.1531937403574,2.98174792008199,2.34945813193679,17.4074546055715,31.1932109394631,5.3718349492175,5.53756937568261,4.9578891621146,10.7549627661291,7.20714366312161,4,0,17.1506712631665,0.0889248147539
2001,"6452AM",1.1227770826742,1,25.9384738716097,54.8406182383799,17.4301442857411,20.0105048393968,1.04111719620954,2.9497810519793,60.9769739547527,13.4738541638653,10.2352409034908,4.1763479612166,402.433008589837,7241.39517715241,12.2944657282131,49.1022651975375,11.0087837948142,8.58880334788876,2.25597045316074,3.90892676400814,2.00801978965809,1.55279566043493,20.9454984675451,38.472717003673,136.505055960712,8.4600467587896,7.12165171723936,1,9.4608195162245,37.4038801347244,5.404511096643,13.5203257966815,2.0421108378854,3.7038055725299,4.99108946073379,0,1,5.1868313674867,6.1283359267147
2001,"6452AN",2.00840859636617,0,18.0710711848294,0,2.99387323367022,7.0000000041529,1,0.99519641650874,5.0000000000554,11.3068280223699,2.9951964123559,4.9938732336702,237.862207582184,6399.73160574053,11.0132332033634,33.9232679659105,14.0039730537449,10.9728930303519,0.01197822212405,1,0,2.00307542076074,15.5063498372778,41.3309161288972,28.8464157729377,4.5490474499826,1.2961820974763,1.00000000109433,1.9857024766391,21.9973831978765,2,15.6746487256148,2,0.0039730387922,8.36817622920338,0,0,7.6846891255082,1.6703582326442
2001,"6452AP",0.99788591183603,1.99999999744121,22.0071532183798,0.106551151701,17.3472229429239,9.8186340324922,1,3.00635627705681,1.1108507031429,10.2948946979017,6.4614647335097,1.0177023818816,299.902773527636,8020.60093216475,12.7320488345141,16.0014307492006,7.5840258183697,11.1076644037351,2.98802177531716,0,0.97754226021871,3.99573757668819,4,12.9415797826941,8.6074490021265,5.40987523906,1.91758828900546,5.32842301766896,1.9999999950627,34.2109352825993,0,6.98768198275902,2.9969262891761,1.9960269612078,6.02235900371922,0,0,9.0193888737746,1
2001,"6452AQ",0.00211408816397,0.00000000255879,16.1561548634184,1.107591105694,2.73598011901473,6.1463507985877,0.95269734847707,2.1055184392848,5.1601938248305,1.7872957402009,5.6824044806171,6.2335886073068,324.610450389102,6306.14940854578,11.3918488469935,26.8466670336054,6.5836528208859,6.89500370128831,1.00138793912007,0.00000000089196,1.05480529705307,0,0.41121480545211,8.6229926687282,9.3604990437601,1.5908187292207,0.08241171099454,0.67253647193456,3.0004531577032,28.1658133705058,0,4.12026879445032,2.1101448395214,0,2.02245773978128,0,0,5.0021083298859,0
2001,"6452AR",0.87750631291578,0,39.8632235833387,6.0916087757042,9.55821139465274,32.8263742883994,3.91239437457779,2,13.0412956938125,13.0319910746497,29.4919452246768,8.2142837180623,366.60695952635,5696.72702133176,15.9168400108013,71.787885226185,11.1157321766988,11.1719522830406,8.00893390744792,0.00457563208585,5.99198021034191,0,21.2404046064478,22.1501756069884,70.8896777119337,8.0131887488859,5.0327021833624,3.99616820503544,4.9240265789989,27.1424100351202,3.44544042521746,6.83627887597708,2.0040374861436,8.9068140523644,2.00854356823099,0,4,9.9369573472207,1.9768346051025
2001,"6452AS",0.99130800804385,2,17.9684425158338,3.9997203708672,9.0798426476911,25.1556588650242,1.05477959085069,5.35459025539597,6.0460511492444,7.9674559317218,11.7881313061878,1.0450951938441,341.020180664036,7073.2048465064,12.2996004114636,23.97752461729,8.0462771716679,14.0402098312887,5.00021735672379,3,2,0,3.89202888775948,33.2398568086846,84.2234111949176,15.0476585505186,1.05477959085069,1.00383179496456,0.9988953842715,30.2895626958393,3,17.1221790212647,0,3.0621542294415,8.90960756646869,0,1,6.0777391502172,1.0231653946569
2001,"6452AT",3,8,16.17576457261,7.0684111675175,15.9355836274065,5.8015161005562,2.00451360714243,2,14.1048916921412,9.1141428416671,10.1690043215204,5.6854943256107,415.017704634769,9830.81267607945,33.8608513957196,63.1097217083552,7.070794158613,4.99910413740959,0.73058951945489,2,0,2,0,14.8268741087743,21.2571487622599,7.9717629737978,3.05848684609777,4.00454041184427,1,75.9165241420693,0.89940684599711,8.19130911223368,4.1801240362446,0.0027346387766,11.0818488653003,2,0,13.0001324224883,0
2001,"6452AU",1.98228409966863,1,19.0857909946141,0,7.80384052480679,7.4383607995777,1.04730265152293,3.69524164435623,7.9635194753763,8.2440968840393,7.2824130824273,2.2804124596616,353.29758705782,10226.3763103094,17.3025837301371,31.3634146933769,6,10.8498805854324,1.99861206343872,0,3.71410530455747,1,0.06186075005688,10.6084322827492,20.7515922704751,5.981590131388,2.94151315390223,3,0,37.0094389791929,2,4.0174366846856,5,0,10.9100075922531,0,0,6.0025188343119,0.0000000002406
2001,"6452AW",0.01771590033137,0,5.8124263222641,1.8309956784796,10.3364994997392,5.999728164061,0.99548639285757,2,3.8319112976443,12.8673387330697,11.5855787423058,7.7082139481098,436.198581470234,7163.78207511188,19.5271530719976,35.932310819713,5.9998919442884,10.9743226315322,2.06840777353582,0,5.25354713817075,0,4,9.3911802412347,9.8309956784796,7.2219409749536,3.00091561916464,4.06353461302982,0.0281702466415,31.338521483598,1,1.8330897340141,3.8198759630466,0,4.01771590033137,0,0,7.0000125522223,0
2001,"6452AX",1,0.98143814450181,16.7145969616086,0.0119164088669,6.60268804058719,43.9001520765375,3.99688196811147,4.99922049202787,3.0119164088669,8.0403897101661,6.0910645953949,0.0261466053836,365.513370755715,4140.91121293908,19.8764912008672,35.6778879454485,5.8534674742845,9.90541564141287,3,2.64055921344612,4,0,12.0738383682331,37.7636039009408,39.0524929794005,6.9790194597393,4.01189353463954,1,7.8124447577075,18.9767157832977,0,1.00301286183248,8.0311120267311,0.9109248791478,2.00574610369398,0.001036262877591,1.00287304591543,5.9333149781042,2.7777747483811
2001,"6452AY",1,1,23.8075008582499,5.9118380643243,10.0140901155362,14.9703460881443,0.99436650056967,17.3110670044368,6.8668766970828,15.9410002121252,9.0021877076089,5.9971269540846,582.791421785801,5874.91814277002,23.9544698208111,50.7785272837201,11.9885993212923,22.9198679783198,7.79844459395102,6,4.99593443157356,0,4.99999999618926,30.0766176427326,10.7700555075281,4.0249554573482,4.0176365195303,1.98708976240134,11.9736523291541,27.1598037980132,0.99436650056967,9.03444240444907,2.9716905711755,9.9779624950427,5.99772470951494,0.000000025325696,1.91098953623152,16.69140355071,4
2001,"6452AZ",1,0.01856185549819,24.1111855208492,8.0942984396412,13.919577640706,29.0960369339894,2.00875153131887,6.43130024997622,13.0996704994681,19.6881276182268,21.9668838975751,6.2580051186157,623.134197601887,8036.42808983997,24.8776747180461,43.9321968072635,15.0714572446987,11.1159007238065,5.20100270700929,4.35944078655388,5.00406556842644,4,1.00000000381074,52.3454597901754,19.1399332905483,14.5118081447335,7.89273517986284,2.85739198012639,3.2048139473954,24.9831906655493,0.10622665343322,5.07381984429538,5.9971974028022,3.1111126258095,8.028269086438,1.99896371179671,0,13.4000290539129,2.2222252516189
2001,"6452BA",0,3,20.1759371656712,8.0944566500373,7.48759002457357,15.2119011502515,2,3.25841225355915,10.1331303382873,14.3115317889474,9.9375709532963,5.9682601264107,578.871144232239,7241.18857223787,26.3570801034535,34.4569638598586,6.9810288569554,18.0165185178639,2.20155540604898,5,4,0,1,36.9652128519345,19.0900112019236,22.2605703392403,5.08845592653676,1.08744323259819,1,15.9392813150842,0,2.88886470398948,1,2,4.96826010035309,0,0.08613741785305,9.926331388771,0
2001,"6453AK",5.00054929401862,3,57.0334106341312,1.9979839592637,20.0946038256881,17.000641999497,3.01763202433805,5.99999999959171,3.9979839592637,26.0352888342578,14.000069298825,13,1538.8030463725,8494.99165614056,60.9991212726355,104.008463378863,10.0168446172671,14.0012979324467,11,3,12,3,2,17.0000496278608,2,12.99766765145,12.0326508141921,6.00183618319519,3.9958032555263,50.9944502726643,0,6,8,7,8.99994668063887,0,1,40.9889898441926,0.9975947634149
2001,"6453AN",0.00003551978198,0,30.5549289266737,17.9626086530855,17.8381702299998,22.8912732559813,7.93048981384467,3.01057913464019,25.0357190157864,14.9914406115135,10.0496582731006,6.0006211337517,824.359354048805,7483.87877787484,21.4111290734458,44.8279510583972,12.2853355506574,17.9106441384133,9.00294018446098,6.89889718178034,1.08733855070597,2.05724309926501,0,29.2757298380597,4.1885688691075,37.8764229626709,5.99989049804121,1.99236589690455,2.9714904557239,24.4465805121452,0.00003551978198,6.99979733486731,9.9966293449035,2.1231676566438,3.10718117502837,0,4,14.145846154354,2
2001,"6453AP",6.99996443280039,0,55.3224111619804,0.0373913469145,17.8434905792625,16.0475940600429,1.9524392486436,5.00000002403976,10.9022128654446,21.9973991586098,25.8910755284276,4.9409553393639,652.558706994299,10956.1101194204,23.8026050706255,45.1253683072317,9.9104167227988,10.9386050991807,2,7.05502115543762,2,3.05244716464612,0,5.701528291617,1.835876476645,8.1269568592504,4,11.9974260328978,8.0243236931814,77.983663857214,2.99921665861319,11.9481583858128,1.9369304191363,2.8726464922616,8.00250908888277,1,0,4.8577075461516,0
2001,"6453AQ",3.88883379852148,1,36.0058628012578,2,9.00000000037619,9.9989080591567,4.02061421885019,6.90944796976595,16.062068118769,8.0008426577203,20.9979849362568,9.9970598144813,889.603732885802,7898.16734652884,30.9094479703302,34.9279418780919,11.9989079299015,18.1531319832713,4.01767403419398,5.99890801136288,1.99705981448173,1,1.99999999991979,5.9999999999599,5,13,0,2,2,50.3800927986292,0,12.9999999796817,6.003370655096,2,6.04122843759889,0,1,9.011992516303,0
2001,"6453AR",2.07563876123891,1,10.9886614908778,0,7.90822607262039,7.2269162751149,1,2.00000000279831,2,7.9998113430826,4,3.0000000000004,552.220587182116,3422.52616257466,14.9844308046115,20.9996226918126,5,5.00000000000041,3.99981134308301,1.0756387584406,1.9998113430826,0,0,5,1,5,1,3.9998113430826,3.9999999997931,13.0000000001872,0,2,1.0000000000004,4,4.99962268626669,1,0,3.0644889060998,0
2001,"6453AS",4,1,52.3576813620923,5.0392054379219,15.3764413663592,17.1545192494543,0.12248091076271,0,9.0392054379219,6,12.0613636727984,7.1449339498366,522.133035243782,5181.81186550709,17.1114025739823,35.1354975085559,10.1171264797949,6.98288484571977,9,4,6,1,0,11.9959737274578,18.0505602997434,25.2229316065352,2,2,8.0184592734841,46.3551498661001,1.01502124399427,19.0775065285619,3.0773430032531,2.0041858510946,13.0042320437149,0.03218546617849,2,7.0352454544879,2.9959737274578
2001,"6453AT",2.13584958043611,0,19.0855360980852,2.9999999506926,7.85935023719447,17.7378427697335,4.0604516902622,6.07532673484615,9.3008816054959,23.9852423327626,11.0186472248389,6,845.252651811929,5573.10762756365,25.8423480144747,27.3541271467756,10.9590804326563,11.0367459514292,8.9749519061647,3.90558678697922,0.20058776986882,0,0,9.0000141039222,2,5,3,1.98522822884034,3.9852282288403,33.1041515181327,2,1,9,0,9.95786451943976,0,0,11.9320922862522,0
2001,"6453AU",1.89970611506559,0.00174005630194,31.9029082667132,1.0000000493074,12.9884117966898,16.0034801126039,2.90416231972795,4.00118450929687,8.6991183945041,13.9990395511416,12.9831069353852,6,899.089943276077,5734.41900966302,28.0037041730424,45.8054057929092,10.0069602252078,14.9488341289315,4.00445620466236,4.00574273953437,3.79941223013119,0,0,14.0007309878669,2,4,2.99951977557081,6.99951977557081,4,28.8835439785119,1,8,7,3,2.00090704285986,0,0,21.9645436168797,1
2001,"6453AW",0,0,19.7784300683667,5.9607945620781,6.94189782699913,4.9085503314094,1.88815879372627,1,6.9607946253178,5,4,6.9031209948588,340.606415907887,3312.68271768378,6.9151405786653,28.8948193284502,10.9445816021383,5.99707475981057,1,4,2.03191911346697,0.02679336646,0,4.0040263357819,2.9494397002566,10.7770683960853,1,2,3.9857265776106,24.8133965515273,0.98572657761055,9.99060496636376,0.9857265776106,1,3.01812505896423,0.96781453382151,0,5.9407787758738,0.0040262725422
2001,"6453AX",3.99999999994203,1.99999999994203,24.0103717166953,6,20.9999754697943,15.0000000669251,1.0103716826563,6,16,26.0000000998481,16.9943984445099,11,831.01760212061,4769.29612454601,39.9943895580153,44.9888460822603,10.000000099877,7.99997556967134,3.99442691042795,14.000000000066,6.02553805570246,1,0,8.0000039027604,0,12.0000000000798,5,7.00000009987704,5,53.0000039026805,1,3.02074336531261,7.000572193925,9,6,1,0,10.0000000000659,0
2001,"6453AY",2.00000000005797,1.00000000005797,46.9814638486819,2,11.9999999973794,12.9991550445197,6.09605955036644,3.98942084132004,5.9999999367603,4.0103175721854,6.0055769923324,4.0133087677073,759.175970281875,6783.58966292993,32.7652996955766,58.877325813867,18.7436317147091,16.0176591736041,5.0055769923324,4.0471736515413,4.85814446564287,1.86351636962886,0,8.0227418070836,9.9755546542475,14.9966201754581,4.00010950195879,0.01020807019764,5,32.0211164141569,1,7.96318943939995,1,7,4.86795263340975,0,2,10.0195794052927,0
2001,"6453AZ",1.00000008594465,5.00042430692374,19.0007842870376,2,31.0000000853886,8.0001799900272,2,6,6,10.0006042968114,16.0303359736685,4.0008486138475,763.776897715441,4443.37998074958,21.0000003437489,50.7086172086429,13.00084861363,7.00017999005694,9.99999999980099,5,1,0,0,10.0001799898877,0,9,2,0.00017999005694,10,24.6793741655194,0,9,8.3570511036825,4,5,1,1,7.6785256377264,1.0000000859447
2001,"6453BA",0,1.99957569307626,4.9644534376678,0,4.9641652958995,4.0000000002363,3.98243727437477,0.00172130922534,0.999290747077,4.9637659577065,0.9995756933436,1.9991513862862,271.671177130784,1172.9577416944,11.998583092391,6.9931690666626,6.9808794077502,0,0.00000000002972,0.00344261845069,0.00000000013367,0,0,1.0000015979939,0,1.0010120563024,2.96487454874954,0,0.0000000001337,4.0121134999558,0,1.00000000013367,0.024204516227,0,3.99787224123114,0,0,2.0122778297787,0
2001,"6453BB",3,0,7.9995296506379,0,1.00000000004821,5.9997648253539,0,1,2,2.999764825284,2.9999999999301,0,265.511912393849,1368.16682130077,4.9999995772808,10.3100374922339,1.0001170696231,1.99980384861544,1,1,1,0,0,1.9997648254238,0,1,0,2.99976482528402,0,9.31023279825,0,1,5.6204672870272,0,1,0,0,4.3102336434787,0
2001,"6453BC",2.00000000016831,0,10.9999953521123,1,3,7.9999953346569,2,1.99999533449215,2,8.0000000001189,9.9999906688843,3,455.996519658648,1852.99096699737,15.9999240390126,12.0000000132346,8.0000000006314,6.9999286979854,3.00000000038009,1.99999533461045,4,0.00000000585356,0,7.0000000005514,1,2.0000000062831,3,1,2,9.9999860036549,0,1.00000000021477,3.0000000001183,0,0,0,0,11.9997147976841,0
2001,"6453BD",2.99999991405535,1.98068892687157,23.7976116723827,10.9808069545898,12.996604153667,16.0815942801424,0,5.99488621643599,16.9791326115984,15.1751097220159,9.9515104109308,3.9966513140173,706.273804642854,4349.62632422366,27.0724115661677,35.6626505766372,14.0094172119722,8.10021291950311,10.9705074160188,1.81264915829059,10.0849785361958,1.99660423910377,1.00000000008021,12.9781168371778,7.0119641581434,30.9851157892219,1.04462682685639,3.04468201137564,3.0917229830747,32.6818619195114,0,6.99832565700864,2.7696966744256,1.0446268268564,5,0,0,16.9629181359832,0.9999999140553
2001,"6453BE",0,0.01931107312843,9.2024986795249,4.0191930454102,12.0033957608962,4.9184609043769,1,2.00511378356401,7.0208673884016,14.8249454626726,7.0184955117411,4.0033486859827,442.220569799467,2118.34943684611,14.9276593863559,19.3074105190417,6.9905827881971,8.89991356717192,4.02949258434526,1.18735084170941,4.91502146380421,1.00339575504267,0,4.0219383475509,2.9880358418566,4.0148842049246,4.95537317314361,2.95537317314361,4.9082770169253,13.318138080698,1,2.00167434299136,2.2303033256316,0.9553731731436,3,0,0,8.0373669808418,0
2001,"6453BF",3,0,10.0014031936896,0,10.2380882667421,3.0200677075071,2,1.99974712799092,3,6.997737022399,11.9999999996812,6,584.38758827939,2189.43791623883,14.26016145561,21.0174857797963,14.0373972288797,12.9997770824949,1.00130960532247,1,2.0001886569174,0,1,5.0000299545526,5,5.000029954504,0.99999999973691,3.99770706815803,1.0000000002069,18.001150901351,0,2,10.9997471279338,3,0.0003773138348,0,0,14.000927985238,0
2001,"6453BH",3.99997179268559,0,25.1530826020399,1,7.32210195987399,5.3225052982118,0,2.00025287200908,4,5.9996688465249,7.9999858960189,4.3221019598151,731.596953095975,5106.24849043426,32.0965674078661,40.3230251471534,13.4773932668585,6.00025287253914,9.32096690759523,2,3,0,1,10.9999858960189,5,2,2.00000000025272,2.00000000106011,7.0000000005301,37.6290992707294,1,5,5.0002528720091,2,9,2,0,11.9991319244353,0
2001,"6453BJ",2.9999999995202,0.00000000000152,16.000000000511,0,5.67789804012601,6.720333995525,2,5,0,5.9999999989988,5.000000000134,4.6778980401342,537.903771045853,3273.05414831842,26.0580394803879,22.720333994574,11.6778980408198,13.9999999994699,14.6778980401996,0,2,1,2,6.0424359554726,1,3,0.00000000005891,1.99999999893989,4.9999999994699,16.7627699519474,0,2,2.04243595534,0,3,0,1,5.9999999995289,1
2001,"6453BK",3,1,14.9993896872701,3,1,6.95756404466,1,3,3.0019025948068,3,3,0,301.586828349591,2501.26987295658,11.0019025948068,10.9594666394668,6,3.9993896872701,1.00190259480682,1,0,0,1,2.95756404466,1,2,1,2,2,15.91451777659,1,1,3.9569537319301,1,0,0,0,2,0
2001,"6453BM",0,1,18.86055411633,1,6.99555231576024,4.0147717711597,2.83062374700392,4.01468446155121,7.0031864328259,9.0150888220254,3.9911046315205,0.0024229196703,443.691733280436,4177.17566276565,8.8456987103991,27.0394141110886,7.8425111785271,5.01515090750621,6.00196940151964,4.01477177115966,1.00079847929084,0,0,7.0007114426433,0.0024229196703,3,0,5.01477177115966,13.0147717711597,18.7113883366651,0,2,1.0024229196703,1,4,0,0,5.0283265110131,0
2001,"6453BN",0,0.99825994369806,5.9955496587255,0,4.00096044885838,2.9966846379838,1,6.99864485751372,1.085432787552,2.0012899504595,2.9987541967384,0.085432787552,154.232906810006,1023.87282091461,8.0815579813202,5.9987585822056,5.9978749969971,5.99864485666212,1.08664159310317,0.99825994369806,0,1,0,3.9968471348877,0.0855975385654,0,1.00064497501684,0.00064497544263,0,9.0823375883379,0,0,2.085432787552,0,1,0,0,6.9991041746339,0
2001,"6453BP",0.99999999994034,1.00000274109877,15.9998357852305,5,13.0000082219011,7.000003210491,0.0000082232963,2.00000274109877,5,7.9999723794769,13.0000191875124,5.9999325217546,549.995532163973,2569.96792592402,17.9999184242199,20.9999696382646,7.0000164465926,5.99997004549597,7.99994307903185,3,2.00000274109877,2.99999999789844,2,6.9999723780759,0,3.9999837509898,1.99999959288221,4,1.0000027410988,13.9999997903453,0.99955235954612,0,7.0000191876914,1,3.00000274109877,1,0,12.9999494262153,0
2001,"6453BQ",3.99999999939352,1.00000000002817,10,0,30.0049631784372,8.000000001953,4.99999999947804,5.00000000002817,2,11.0024815911424,16.0000000003111,3.0000000000282,754.079410961943,2827.35734919453,25.0024815882572,23.0024815960441,38.0024815875737,14,14.0000000001409,7.99999999940904,4.00000000002817,2.00000000210156,8,14.0000000051572,3,4.0000000001409,0.99999999981892,5.00248159150026,8.0000000117,15.0000000005289,0,1,5.9999999999923,4,5.00000000002817,0,2,17.0000000084134,2
2001,"6453BS",1.00000000066615,0.99999725786599,2.0000171553047,0,6.99999177424568,1.9999945159966,2.99999177420444,0.99999725786599,0,1.9999972554347,8.9999808055055,0.9999972579764,224.001699827709,769.02496296288,8.9999890322214,7.9999999934822,7.9999835486999,5,8.99998628943461,0.00000000059096,1.99999725786599,0,0,7.9999972535408,0.0000000000225,4.9999862893299,0.00000000018108,0.99999999718266,4.9999972459873,14.9999698362451,0.00044764043165,0,7.9999808053417,0,1.99999725786599,0,0,7.9999890237632,0
2001,"6554AA",2,1,8.9961483547239,1,12,5.9894819035521,2,4.00066089154671,1,5,1.0000063948036,5.9965168490568,575.797481624812,6927.47262620161,21.0000000036653,38.9840665351673,9.998074177362,11,5,2,2.0000063948036,4,0,8,0,6,1,2,2,15.9987350762393,0,1,9.9779269677239,0,2,0,0,6.0006608915467,0
2001,"6554AB",1.01546401069951,1.99999999842636,7,0,1.00112555906262,5.9852894069198,0,2.99929294987286,1,5.9999999999142,9.0000000000747,4.9782608594407,448.042222258696,2971.74851589456,10.0152715375435,12.014007640621,4.9996150507123,5,2,1,0.00000000007474,0,0,1,0,0,0,2,1.0011255590626,5.9992929514465,0,0,3.0105180964479,0,1,0,0,5.9992929514465,0
2001,"6554AC",2.98453598930049,0.00000000157364,12.0038516452761,1,6.99887444093738,12.0252286895281,0,2.00004615858043,4,13.0000000000858,8.9999936051217,8.0252222915025,1600.16029611649,6150.77885790383,52.9847284587912,27.0019258242117,16.0023107719258,15,6,1,7.99999360512166,0,0,7,5,2,2,3,7.9988744409374,28.0019719723142,0,0,5.0115549358282,0,0,1,0,13.0000461570068,0
2001,"6655AA",0.53116931367722,4,18,2,16.5311693136772,8.9999999989695,2,6,6,35.5308275587991,20.9998291225609,8.9999999989695,701.310856409851,7374.37672635491,42.5309984362381,16.0621677499154,22.53116931446,6,13.3927906026018,0,0,0,10,5,7,12.9999999989695,3,2.99965824512184,7,20.3304519742168,0,4,4,0,0,0,0,7,0
2001,"6655AB",4.46883068632278,21,29,3,12.4688306863228,9.0000000010305,3,11,7,36.4691724412009,19.0001708774391,19.0000000010305,1696.68914359015,11403.6232736451,80.4690015637619,48.9378322500846,18.46883068554,13,20.6072093973982,3,2,3,1,8,8,10.0000000010305,6,7.00034175487816,12,33.6695480257832,0,1,8,4,1,2,0,20,0
