Zone ID,Zone name,l080001,l080020,l080115,l080134,l080172
50SUFF,Crucorney                       ,1512,935,10,53,577
50SUFG,Dewstow                         ,1169,751,9,75,418
50SUFH,Goetre Fawr                     ,1884,1133,8,56,751
50SUFJ,Lansdown                        ,1412,652,13,74,760
50SUFK,Larkfield                       ,1195,704,4,42,491
50SUFL,Llanbadoc                       ,1058,664,10,36,394
50SUFM,Llanfoist Fawr                  ,1302,774,11,49,528
50SUFN,Llangybi Fawr                   ,1307,775,10,34,532
50SUFP,Llanover                        ,1810,1121,11,66,689
50SUFQ,Llantilio Crossenny             ,1272,823,3,35,449
50SUFR,Llanwenarth Ultra               ,1214,701,1,61,513
50SUFS,Magor with Undy                 ,3023,2067,21,71,956
50SUFT,Mardy                           ,1953,1114,19,114,839
50SUFU,Mitchel Troy                    ,981,606,10,26,375
50SUFW,Overmonnow                      ,1614,881,6,72,733
50SUFX,Portskewett                     ,1522,970,20,53,552
50SUFY,Priory                          ,2214,1099,12,64,1115
50SUFZ,Raglan                          ,1532,877,8,43,655
50SUGA,Rogiet                          ,862,503,4,47,359
50SUGB,St.Arvans                       ,1224,747,7,41,477
50SUGC,St.Christophers                 ,1524,999,14,54,525
50SUGD,St.Kingsmark                    ,1967,1210,14,49,757
50SUGE,St.Marys                        ,1372,877,6,66,495
50SUGF,Severn                          ,3412,2262,30,171,1150
50SUGG,Shirenewton                     ,1937,1196,15,58,741
50SUGH,Thornwell                       ,1590,1040,8,86,550
50SUGJ,Trellech United                 ,1906,1095,9,61,811
50SUGK,Usk                             ,1862,982,10,36,880
50SUGL,Vauxhall                        ,3294,1866,23,114,1428
50SUGM,West End                        ,1195,807,7,95,388
50SUGN,Wyesham                         ,1811,1034,21,82,777
50SUSS,Shipping                        ,0,0,0,0,0
50SWFA,Allt-yr-yn                      ,6821,3664,43,327,3157
50SWFB,Alway                           ,6405,3607,71,520,2798
50SWFC,Beechwood                       ,6446,3436,55,322,3010
50SWFD,Bettws                          ,6754,4200,80,699,2554
50SWFE,Caerleon                        ,6666,4147,41,242,2519
50SWFF,Gaer                            ,6999,3566,62,363,3433
50SWFG,Graig                           ,3553,2345,13,112,1208
50SWFH,Langstone                       ,2215,1287,17,68,928
50SWFJ,Liswerry                        ,7746,4865,65,442,2881
50SWFK,Llanwern                        ,2768,1789,25,166,979
50SWFL,Malpas                          ,6765,4158,56,313,2607
50SWFM,Marshfield                      ,2446,1549,12,95,897
50SWFN,Pillgwenlly                     ,4084,2008,51,580,2076
50SWFP,Ringland                        ,7110,3893,88,663,3217
50SWFQ,Rogerstone                      ,6078,3457,46,202,2621
50SWFR,St.Julians                      ,6782,4135,66,385,2647
50SWFS,Shaftesbury                     ,4310,2500,31,275,1810
50SWFT,Stow Hill                       ,3827,2322,56,352,1505
50SWFU,Tredegar Park                   ,1974,875,34,231,1099
50SWFW,Victoria                        ,4883,2844,65,385,2039
50SWSS,Shipping                        ,0,0,0,0,0
50SXFA,Abersychan                      ,5497,2956,80,377,2541
50SXFB,Blaenavon                       ,4955,2619,64,317,2336
50SXFC,Brynwern                        ,1500,790,15,97,710
50SXFD,Coed Eva                        ,1877,1299,22,109,578
50SXFE,Croesyceiliog North             ,3046,1685,32,110,1361
50SXFF,Croesyceiliog South             ,1639,791,11,35,848
50SXFG,Cwmyniscoy                      ,1233,691,20,96,542
50SXFH,Fairwater                       ,3780,2485,55,264,1295
50SXFJ,Greenmeadow                     ,3273,2171,51,265,1102
50SXFK,Llantarnam                      ,3681,1874,31,195,1807
50SXFL,Llanyrafon North                ,1729,905,13,52,824
50SXFM,Llanyrafon South                ,2054,978,7,44,1076
50SXFN,New Inn Lower                   ,2259,1224,16,73,1035
50SXFP,New Inn Upper                   ,2443,1529,13,44,914
50SXFQ,Panteg                          ,5604,3365,51,221,2239
50SXFR,Pontnewydd                      ,4764,2585,59,279,2179
50SXFS,Pontnewynydd                    ,1214,704,18,60,510
50SXFT,Pontypool                       ,1609,926,14,100,683
50SXFU,St.Cadocs and Penygarn          ,1319,658,22,107,661
50SXFW,St.Dials                        ,3319,1989,54,272,1330
50SXFX,Snatchwood                      ,1684,896,25,114,788
50SXFY,Trevethin                       ,2914,1621,68,321,1293
50SXFZ,Two Locks                       ,3725,2276,56,269,1449
50SXGA,Upper Cwmbran                   ,4419,2643,65,341,1776
50SXGB,Wainfelin                       ,1723,1010,18,90,713
50SXSS,Shipping                        ,0,0,0,0,0
51SYFA,Betws-y-Coed                    ,0,0,0,0,0
51SYFB,Bro Machno                      ,1603,956,8,69,647
51SYFC,Bryn                            ,1094,493,10,56,601
51SYFD,Bryn Rhys                       ,1811,1083,10,51,728
51SYFE,Caerhun                         ,1635,894,5,61,741
51SYFF,Capelulo                        ,1246,639,11,41,607
51SYFG,Conwy                           ,2925,1679,27,170,1246
51SYFH,Craig-y-Don                     ,2861,1430,14,121,1431
51SYFJ,Crwst                           ,1466,777,12,52,689
51SYFK,Deganwy                         ,3088,1305,7,102,1783
51SYFL,Eglwysbach                      ,1982,1209,26,50,773
51SYFM,Fforddlas                       ,0,0,0,0,0
51SYFN,Gogarth                         ,3194,1694,30,182,1500
51SYFP,Gower                           ,969,594,8,71,375
51SYFQ,Lafan                           ,0,0,0,0,0
51SYFR,Marl                            ,2927,1488,25,98,1439
51SYFS,Mostyn                          ,3060,1606,27,158,1454
51SYFT,Pandy                           ,1388,805,15,47,583
51SYFU,Pant-yr-afon                    ,1498,780,12,93,718
51SYFW,Penmaenan                       ,1240,692,30,83,548
51SYFX,Penrhyn                         ,3142,1355,14,60,1787
51SYFY,Pensarn                         ,2259,1445,21,95,814
51SYFZ,Trefriw                         ,1063,625,16,51,438
51SYGA,Tudno                           ,3429,1840,35,226,1589
51SYGB,Uwch Conwy                      ,0,0,0,0,0
51SYSS,Shipping                        ,0,0,0,0,0
51SZFA,Bethel                          ,1554,1006,16,67,548
51SZFB,Bontnewydd                      ,966,497,13,37,469
51SZFC,Cadnant                         ,1586,762,26,87,824
51SZFD,Deiniol                         ,0,0,0,0,0
51SZFE,Deiniolen                       ,1069,651,18,75,418
51SZFF,Dewi                            ,1246,736,23,65,510
51SZFG,Garth                           ,1405,714,24,109,691
51SZFH,Gerlan                          ,1003,591,18,88,412
51SZFJ,Glyder                          ,1318,712,9,60,606
51SZFK,Hendre                          ,982,534,20,76,448
51SZFL,Hirael                          ,1062,508,5,47,554
51SZFM,Llanberis                       ,1626,971,24,105,655
51SZFN,Llandwrog                       ,2015,1119,26,131,896
51SZFP,Llandygai                       ,1932,1100,24,105,832
51SZFQ,Llanllechid/Aber                ,828,501,9,23,327
51SZFR,Llanllyfni                      ,786,425,13,59,361
51SZFS,Llanrug                         ,2029,1186,21,124,843
51SZFT,Llanwnda                        ,1456,798,18,93,658
51SZFU,Marchog                         ,1923,1071,39,227,852
51SZFW,Menai (Bangor)                  ,1089,487,14,72,602
51SZFX,Menai (Caernarfon)              ,1898,1026,23,76,872
51SZFY,Ogwen                           ,2340,1358,26,175,982
51SZFZ,Peblig                          ,1777,902,38,270,875
51SZGA,Penisarwaun                     ,1080,629,20,91,451
51SZGB,Pentir                          ,1800,1111,21,67,689
51SZGC,Penygroes                       ,1458,781,22,108,677
51SZGD,Rachub                          ,0,0,0,0,0
51SZGE,Seiont                          ,2330,1403,20,156,927
51SZGF,Talysarn                        ,995,505,22,94,490
51SZGG,Waunfawr                        ,1246,696,15,74,550
51SZGH,Y Felinheli                     ,1501,902,24,92,599
51SZSS,Shipping                        ,0,0,0,0,0
51TAFA,Aberdaron                       ,0,0,0,0,0
51TAFB,Abererch                        ,1775,966,19,78,809
51TAFC,Abersoch                        ,0,0,0,0,0
51TAFD,Beddgelert                      ,0,0,0,0,0
51TAFE,Botwnnog                        ,1509,761,27,85,748
51TAFF,Buan                            ,0,0,0,0,0
51TAFG,Clynnog                         ,0,0,0,0,0
51TAFH,Criccieth                       ,1450,656,4,57,794
51TAFJ,Dolbenmaen                      ,1518,833,15,63,685
51TAFK,Efail-newydd                    ,0,0,0,0,0
51TAFL,Gest                            ,0,0,0,0,0
51TAFM,Llanaelhaearn                   ,1577,777,32,85,800
51TAFN,Llanarmon                       ,1729,1045,18,56,684
51TAFP,Llanbedrog                      ,913,359,8,40,554
51TAFQ,Llanengan                       ,1706,803,20,71,903
51TAFR,Llanystumdwy                    ,0,0,0,0,0
51TAFS,Nefyn                           ,2515,1177,33,139,1338
51TAFT,Pistyll                         ,0,0,0,0,0
51TAFU,Porthmadog East                 ,0,0,0,0,0
51TAFW,Porthmadog West                 ,1401,703,6,40,698
51TAFX,Pwllheli North                  ,1659,884,15,78,775
51TAFY,Pwllheli South                  ,1609,915,21,147,694
51TAFZ,Tremadog                        ,1892,1125,26,102,767
51TAGA,Tudweiliog                      ,1105,582,15,36,523
51TASS,Shipping                        ,0,0,0,0,0
51TBFA,Aberdovey                       ,0,0,0,0,0
51TBFB,Arthog                          ,0,0,0,0,0
51TBFC,Bala                            ,1578,814,13,81,764
51TBFD,Barmouth                        ,1865,1041,25,151,824
51TBFE,Bowydd and Rhiw                 ,1615,936,25,111,679
51TBFF,Brithdir and Llanfachreth       ,0,0,0,0,0
51TBFG,Bryn-crug                       ,0,0,0,0,0
51TBFH,Conglywal and Maenofferen       ,2583,1430,38,127,1153
51TBFJ,Corris                          ,1098,610,9,59,488
51TBFK,Cynfal and Teigl                ,0,0,0,0,0
51TBFL,Dolgellau                       ,2937,1592,26,133,1345
51TBFM,Dyffryn Ardudwy                 ,1240,613,6,60,627
51TBFN,Harlech                         ,1559,839,10,81,720
51TBFP,Llanbedr                        ,927,483,3,36,444
51TBFQ,Llandderfel                     ,1205,717,9,44,488
51TBFR,Llanelltyd                      ,1150,630,14,42,520
51TBFS,Llangelynin                     ,1292,667,6,35,625
51TBFT,Llanuwchllyn                    ,0,0,0,0,0
51TBFU,Mawddwy                         ,1204,659,12,41,545
51TBFW,Penrhyndeudraeth                ,1931,1064,9,69,867
51TBFX,Trawsfynydd                     ,1243,752,19,66,491
51TBFY,Tywyn                           ,3332,1687,26,122,1645
51TBSS,Shipping                        ,0,0,0,0,0
51TCFA,Aberffraw                       ,2060,1070,26,152,990
51TCFB,Amlwch                          ,3090,1549,52,255,1541
51TCFC,Beaumaris                       ,1701,802,17,90,899
51TCFD,Bodffordd                       ,1224,712,26,61,512
51TCFE,Bodorgan                        ,1234,674,30,83,560
51TCFF,Bryngwran                       ,1445,794,22,109,651
51TCFG,Brynteg                         ,1543,697,18,72,846
51TCFH,Cadnant                         ,909,474,13,58,435
51TCFJ,Cefni                           ,1182,648,10,22,534
51TCFK,Cwm Cadnant                     ,1859,1106,24,66,753
51TCFL,Cyngar                          ,1209,679,13,61,530
51TCFM,Holyhead Town                   ,928,549,23,110,379
51TCFN,Kingsland                       ,1135,633,20,99,502
51TCFP,Llanbadrig                      ,1143,572,17,74,571
51TCFQ,Llanbedrgoch                    ,1325,599,11,70,726
51TCFR,Llanddyfnan                     ,1053,637,8,47,416
51TCFS,Llaneilian                      ,1808,917,37,108,891
51TCFT,Llanfaethlu                     ,1273,711,17,85,562
51TCFU,Llanfair Pwllgwyngyll           ,2407,1441,25,75,966
51TCFW,Llanfair-yn-Neubwll             ,2069,1401,32,105,668
51TCFX,Llanfihangel Ysgeifiog          ,1592,986,16,71,606
51TCFY,Llangoed                        ,1072,528,14,56,544
51TCFZ,Llanidan                        ,1292,743,14,80,549
51TCGA,Llanmerch-y-Medd                ,1363,768,22,86,595
51TCGB,London Road                     ,1352,720,34,107,632
51TCGC,Maeshyfryd                      ,1651,914,50,170,737
51TCGD,Mechell                         ,1226,642,19,71,584
51TCGE,Moelfre                         ,948,439,8,64,509
51TCGF,Morawelon                       ,1265,683,40,133,582
51TCGG,Parca'r Mynydd                  ,998,564,18,70,434
51TCGH,Pentraeth                       ,1446,779,16,81,667
51TCGJ,Porthyfelin                     ,1888,967,38,184,921
51TCGK,Rhosyr                          ,1717,893,18,135,824
51TCGL,Trearddur                       ,1900,973,22,77,927
51TCGM,Tudur                           ,1231,697,30,100,534
51TCGN,Tysilio                         ,1620,937,15,78,683
51TCGP,Valley                          ,1839,1010,27,107,829
51TCSS,Shipping                        ,0,0,0,0,0
52TDFA,Aberaman North                  ,4207,2138,44,252,2069
52TDFB,Aberaman South                  ,3928,1977,65,348,1951
52TDFC,Abercynon                       ,5085,2773,68,460,2312
52TDFD,Aberdare East                   ,5366,2629,64,284,2737
52TDFE,Aberdare West                   ,5708,3049,49,274,2659
52TDFF,Cwmbach                         ,3792,1979,63,292,1813
52TDFG,Hirwaun                         ,3216,1686,31,198,1530
52TDFH,Llwydcoed                       ,1159,610,14,58,549
52TDFJ,Mountain Ash East               ,2406,1221,23,171,1185
52TDFK,Mountain Ash West               ,3762,1845,65,358,1917
52TDFL,Penrhiwceiber                   ,5193,2710,105,589,2483
52TDFM,Pen-y-waun                      ,2687,1230,58,335,1457
52TDFN,Rhigos                          ,1445,795,26,84,650
52TDFP,Ynysybwl                        ,3467,1908,34,212,1559
52TDSS,Shipping                        ,0,0,0,0,0
52TEFA,Bedlinog                        ,2835,1392,28,241,1443
52TEFB,Cyfarthfa                       ,5039,2738,64,374,2301
52TEFC,Dowlais                         ,5708,2954,59,477,2754
52TEFD,Gurnos                          ,4660,2128,88,509,2532
52TEFE,Merthyr Vale                    ,3328,1642,34,282,1686
52TEFF,Park                            ,3422,1808,40,210,1614
52TEFG,Penydarren                      ,4174,2050,45,319,2124
52TEFH,Plymouth                        ,4179,2221,44,259,1958
52TEFJ,Town                            ,5487,2833,50,303,2654
52TEFK,Treharris                       ,4661,2547,56,304,2114
52TEFL,Vaynor                          ,2744,1472,28,183,1272
52TESS,Shipping                        ,0,0,0,0,0
52TFFA,Bettws                          ,2068,1015,11,218,1053
52TFFB,Blackmill                       ,2189,1124,21,229,1065
52TFFC,Blaengarw                       ,1491,790,13,107,701
52TFFD,Brackla                         ,5850,4402,22,265,1448
52TFFE,Caerau                          ,3612,1754,22,359,1858
52TFFF,Cefn Cribwr                     ,1352,794,17,70,558
52TFFG,Coity Higher                    ,4222,2439,24,157,1783
52TFFH,Cornelly                        ,5007,2752,40,383,2255
52TFFJ,Coychurch Lower                 ,2193,1264,6,75,929
52TFFK,Laleston                        ,5573,3469,39,330,2104
52TFFL,Llangeinor                      ,1153,610,16,108,543
52TFFM,Llangynwyd                      ,1901,1103,15,78,798
52TFFN,Maesteg East                    ,4301,2285,38,206,2016
52TFFP,Maesteg West                    ,4909,2692,35,362,2217
52TFFQ,Morfa                           ,3913,2140,39,301,1773
52TFFR,Nantyffyllon                    ,2747,1480,22,196,1267
52TFFS,Nant-y-Moel                     ,1952,999,10,156,953
52TFFT,Newcastle                       ,4488,2377,25,225,2111
52TFFU,Newcastle Higher                ,3390,1924,22,111,1466
52TFFW,Ogmore Vale                     ,2586,1360,17,134,1226
52TFFX,Oldcastle                       ,3450,1790,8,196,1660
52TFFY,Pencoed                         ,7236,4513,50,400,2723
52TFFZ,Pontycymmer                     ,2043,1110,26,119,933
52TFGA,Porthcawl East                  ,5771,2869,38,345,2902
52TFGB,Porthcawl West                  ,7886,3820,29,311,4066
52TFGC,Pyle                            ,5178,2757,37,360,2421
52TFGD,St Bride's Major                ,2574,1462,11,109,1112
52TFGE,St Bride's Minor                ,4467,2711,30,308,1756
52TFGF,Ynysawdre                       ,2068,1073,11,110,995
52TFSS,Shipping                        ,0,0,0,0,0
52TGFA,Cwm Clydach                     ,2586,1282,23,242,1304
52TGFB,Cymmer                          ,5051,2590,49,440,2461
52TGFC,Ferndale                        ,3785,1877,35,275,1908
52TGFD,Llwyn-y-pia                     ,2006,904,21,154,1102
52TGFE,Maerdy                          ,3201,1465,58,358,1736
52TGFF,Pentre                          ,4414,2212,39,276,2202
52TGFG,Pen-y-graig                     ,4727,2372,44,348,2355
52TGFH,Porth                           ,4899,2660,51,348,2239
52TGFJ,Trealaw                         ,3458,1610,32,237,1848
52TGFK,Treherbert                      ,5431,2484,81,478,2947
52TGFL,Treorchy                        ,6436,3126,61,393,3310
52TGFM,Tonypandy                       ,2893,1539,34,147,1354
52TGFN,Tylorstown                      ,5118,2413,88,675,2705
52TGFP,Ynyshir                         ,3016,1426,32,216,1590
52TGFQ,Ystrad                          ,5160,2546,43,361,2614
52TGSS,Shipping                        ,0,0,0,0,0
52THFA,Aberbargoed                     ,2990,1356,48,255,1634
52THFB,Abertysswg                      ,1163,579,8,104,584
52THFC,Aber Valley                     ,5069,2865,57,472,2204
52THFD,Bargoed                         ,5270,2653,53,429,2617
52THFE,Bedwas and Trethomas            ,4927,2731,51,281,2196
52THFF,Darran Valley                   ,2109,1069,40,177,1040
52THFG,Gilfach                         ,1819,902,16,121,917
52THFH,Hengoed                         ,3625,1999,47,309,1626
52THFJ,Llanbradach                     ,3590,2287,31,244,1303
52THFK,Machen                          ,3032,1734,29,226,1298
52THFL,Maesycwmmer                     ,1827,1003,10,123,824
52THFM,Morgan Jones                    ,4743,2803,56,292,1940
52THFN,Moriah                          ,2585,1250,28,209,1335
52THFP,Nelson                          ,3391,1918,41,224,1473
52THFQ,New Tredegar                    ,3084,1467,29,278,1617
52THFR,Penyrheol                       ,7637,4504,55,528,3133
52THFS,Pontlottyn                      ,1621,820,23,128,801
52THFT,St.Cattwg                       ,5271,2822,56,395,2449
52THFU,St. James                       ,4911,2842,53,455,2069
52THFW,St. Martins                     ,4926,2877,31,206,2049
52THFX,Tir-Phil                        ,1090,505,8,71,585
52THFY,Twyn Carno                      ,2122,1077,23,267,1045
52THFZ,Ystrad Mynach                   ,2980,1621,17,140,1359
52THSS,Shipping                        ,0,0,0,0,0
52TJFA,Beddau                          ,2474,1767,22,127,707
52TJFB,Brynna                          ,2635,1783,23,129,852
52TJFC,Church Village                  ,2273,1331,22,133,942
52TJFD,Cilfynydd                       ,2228,1317,20,161,911
52TJFE,Creigiau                        ,2064,1431,7,51,633
52TJFF,Gilfach Goch                    ,2693,1428,25,260,1265
52TJFG,Glyncoch                        ,2337,1206,36,267,1131
52TJFH,Graig                           ,1933,1057,7,116,876
52TJFJ,Hawthorn                        ,1847,976,13,84,871
52TJFK,Ilan                            ,1292,722,24,216,570
52TJFL,Llanharan                       ,2210,1437,16,109,773
52TJFM,Llanharry                       ,1828,1039,19,145,789
52TJFN,Llantrisant Town                ,3111,2026,21,118,1085
52TJFP,Llantwit Fardre                 ,4086,3012,27,116,1074
52TJFQ,Pentyrch                        ,2724,1830,14,118,894
52TJFR,Pont-y-Clun                     ,3527,2116,11,115,1411
52TJFS,Pontypridd Town                 ,2457,1592,12,95,865
52TJFT,Rhondda                         ,3632,2005,27,200,1627
52TJFU,Rhydfelen Central               ,2226,1046,30,152,1180
52TJFW,Rhydfelen Lower                 ,1291,605,9,73,686
52TJFX,Taffs Well                      ,2816,1797,19,141,1019
52TJFY,Talbot Green                    ,2016,1031,11,72,985
52TJFZ,Ton-teg                         ,3897,2522,19,102,1375
52TJGA,Tonyrefail East                 ,4769,2668,35,346,2101
52TJGB,Tonyrefail West                 ,3535,1838,30,214,1697
52TJGC,Trallwng                        ,3100,1739,19,132,1361
52TJGD,Treforest                       ,2926,1566,30,198,1360
52TJGE,Tyn-y-nant                      ,2836,1778,28,227,1058
52TJSS,Shipping                        ,0,0,0,0,0
53TKFA,Aber-Craf                       ,1191,602,9,70,589
53TKFB,Bronllys                        ,0,0,0,0,0
53TKFC,Builth                          ,1669,946,9,48,723
53TKFD,Bwlch                           ,0,0,0,0,0
53TKFE,Crickhowell                     ,1713,988,4,56,725
53TKFF,Cwm-twrch                       ,1574,757,20,99,817
53TKFG,Erwood                          ,0,0,0,0,0
53TKFH,Felin-fach                      ,1649,1062,13,34,587
53TKFJ,Gwernyfed                       ,1090,728,11,40,362
53TKFK,Hay                             ,1160,695,9,57,465
53TKFL,Llanafanfawr                    ,1431,816,16,23,615
53TKFM,Llanfrynach                     ,1465,831,10,39,634
53TKFN,Llangamarch                     ,0,0,0,0,0
53TKFP,Llangattock                     ,1677,893,13,56,784
53TKFQ,Llangors                        ,834,512,4,26,322
53TKFR,Llangynidr                      ,0,0,0,0,0
53TKFS,Llanwrtyd Wells                 ,1269,729,3,34,540
53TKFT,Llywel                          ,0,0,0,0,0
53TKFU,Maescar                         ,1298,789,5,34,509
53TKFW,St.David Within                 ,1195,650,4,39,545
53TKFX,St.John                         ,2522,1446,17,100,1076
53TKFY,St.Mary                         ,2303,1426,15,67,877
53TKFZ,Talgarth                        ,2260,1267,11,58,993
53TKGA,Talybont-on-Usk                 ,0,0,0,0,0
53TKGB,Tawe-Uchaf                      ,1782,888,11,85,894
53TKGC,The Vale of Grwyney             ,1250,728,7,37,522
53TKGD,Ynyscedwyn                      ,1742,843,16,62,899
53TKGE,Yscir                           ,0,0,0,0,0
53TKGF,Ystradfellte                    ,0,0,0,0,0
53TKGG,Ystradgynlais                   ,2194,1077,31,128,1117
53TKSS,Shipping                        ,0,0,0,0,0
53TLFA,Banwy                           ,0,0,0,0,0
53TLFB,Berriew                         ,1075,626,14,37,449
53TLFC,Cadfarch                        ,0,0,0,0,0
53TLFD,Caersws                         ,1228,736,9,25,492
53TLFE,Carno                           ,0,0,0,0,0
53TLFF,Churchstoke                     ,1128,655,13,28,473
53TLFG,Dolforwyn                       ,1097,707,7,21,390
53TLFH,Forden                          ,1683,1035,10,46,648
53TLFJ,Glantwymyn                      ,1515,820,5,36,695
53TLFK,Guilsfield Within               ,858,484,7,20,374
53TLFL,Guilsfield Without              ,0,0,0,0,0
53TLFM,Kerry                           ,1337,804,8,25,533
53TLFN,Llanbrynmair                    ,1199,704,3,43,495
53TLFP,Llandinam                       ,0,0,0,0,0
53TLFQ,Llandrinio                      ,2076,1244,13,55,832
53TLFR,Llandysilio                     ,0,0,0,0,0
53TLFS,Llanfair Caereinion             ,1879,1121,15,47,758
53TLFT,Llanfihangel                    ,0,0,0,0,0
53TLFU,Llanfyllin                      ,1036,593,15,37,443
53TLFW,Llangurig                       ,0,0,0,0,0
53TLFX,Llanidloes East                 ,2201,1266,14,95,935
53TLFY,Llanidloes West                 ,0,0,0,0,0
53TLFZ,Llansantffraid                  ,1281,662,6,41,619
53TLGA,Llanwddyn                       ,1772,991,20,45,781
53TLGB,Machynlleth No.1                ,0,0,0,0,0
53TLGC,Machynlleth No.2                ,1650,919,16,70,731
53TLGD,Meifod                          ,1580,965,15,28,615
53TLGE,Mochdre                         ,1380,879,13,31,501
53TLGF,Montgomery                      ,908,585,10,25,323
53TLGG,Newtown Central                 ,2256,1511,25,155,745
53TLGH,Newtown East                    ,1536,1041,17,106,495
53TLGJ,Newtown Llanllwchaiarn North    ,1462,851,4,30,611
53TLGK,Newtown Llanllwchaiarn West     ,1392,857,21,49,535
53TLGL,Newtown South                   ,1515,975,21,145,540
53TLGM,Rhiewcynon                      ,973,610,7,23,363
53TLGN,Trefeglwys                      ,1590,980,9,42,610
53TLGP,Trewern                         ,0,0,0,0,0
53TLGQ,Welshpool Castle                ,1235,679,13,75,556
53TLGR,Welshpool Gungrog               ,1821,1098,14,83,723
53TLGS,Welshpool Llanerchyddol         ,1741,1075,12,52,666
53TLSS,Shipping                        ,0,0,0,0,0
53TMFA,Beguildy                        ,0,0,0,0,0
53TMFB,Clyro                           ,0,0,0,0,0
53TMFC,Disserth and Trecoed            ,853,422,8,31,431
53TMFD,Gladestry                       ,869,517,7,19,352
53TMFE,Glasbury                        ,0,0,0,0,0
53TMFF,Glascwm                         ,0,0,0,0,0
53TMFG,Knighton                        ,2325,1432,15,71,893
53TMFH,Llanbadarn Fawr                 ,0,0,0,0,0
53TMFJ,Llanbister                      ,0,0,0,0,0
53TMFK,Llandrindod East                ,0,0,0,0,0
53TMFL,Llandrindod North               ,1409,905,14,55,504
53TMFM,Llandrindod South No.1          ,0,0,0,0,0
53TMFN,Llandrindod South No.2          ,1488,800,17,63,688
53TMFP,Llandrindod West                ,1142,619,13,38,523
53TMFQ,Llanelwedd                      ,972,591,10,41,381
53TMFR,Llanfihangel Rhydithon          ,929,571,6,31,358
53TMFS,Llangunllo                      ,1079,633,4,46,446
53TMFT,Llansantffraed-Cwmdeuddwr       ,0,0,0,0,0
53TMFU,Llanyre                         ,865,500,4,23,365
53TMFW,Nantmel                         ,1202,700,8,22,502
53TMFX,New Radnor                      ,0,0,0,0,0
53TMFY,Old Radnor                      ,952,549,8,24,403
53TMFZ,Painscastle                     ,1057,639,4,22,418
53TMGA,Presteigne                      ,1759,902,8,39,857
53TMGB,Rhayader Town                   ,1329,690,9,42,639
53TMGC,St.Harmon                       ,951,582,6,28,369
53TMSS,Shipping                        ,0,0,0,0,0
54TNFA,Adamsdown                       ,5927,3495,85,677,2432
54TNFB,Butetown                        ,2811,1477,47,371,1334
54TNFC,Caerau                          ,7966,4368,80,666,3598
54TNFD,Canton                          ,10789,6616,97,615,4173
54TNFE,Cathays                         ,8389,4897,80,572,3492
54TNFF,Cyncoed                         ,8625,4727,42,227,3898
54TNFG,Ely                             ,11244,5989,131,1094,5255
54TNFH,Fairwater                       ,10412,6254,79,697,4158
54TNFJ,Gabalfa                         ,4421,2694,43,280,1727
54TNFK,Grangetown                      ,9785,5608,117,936,4177
54TNFL,Heath                           ,9373,5308,51,265,4065
54TNFM,Lisvane and St Mellons          ,4802,3196,13,124,1606
54TNFN,Llandaff                        ,6791,4180,47,196,2611
54TNFP,Llandaff North                  ,6300,3498,56,408,2802
54TNFQ,Llanishen                       ,11101,6773,68,405,4328
54TNFR,Llanrumney                      ,9451,4993,102,775,4458
54TNFS,Pentwyn                         ,12138,8620,146,934,3518
54TNFT,Plasnewydd                      ,11784,7151,130,1011,4633
54TNFU,Radyr and St.Fagans             ,4016,2462,15,101,1554
54TNFW,Rhiwbina                        ,9515,5039,24,195,4476
54TNFX,Riverside                       ,9706,5534,154,949,4172
54TNFY,Roath                           ,8593,5005,56,336,3588
54TNFZ,Rumney                          ,6990,3952,46,405,3038
54TNGA,Splott                          ,8222,4582,87,689,3640
54TNGB,Trowbridge                      ,9068,5663,74,735,3405
54TNGC,Whitchurch and Tongwynlais      ,12078,6726,70,446,5352
54TNSS,Shipping                        ,0,0,0,0,0
54TPFA,Alexandra                       ,9055,4872,52,456,4183
54TPFB,Baruc                           ,4539,2406,27,240,2133
54TPFC,Buttrills                       ,4465,2344,50,264,2121
54TPFD,Cadoc                           ,5808,3715,75,447,2093
54TPFE,Castleland                      ,3004,1799,36,285,1205
54TPFF,Cornerswell                     ,4331,2623,28,187,1708
54TPFG,Court                           ,3985,2366,50,324,1619
54TPFH,Cowbridge                       ,5012,2864,19,121,2148
54TPFJ,Dinas Powys                     ,7450,4652,44,290,2798
54TPFK,Dyfan                           ,4111,2320,30,198,1791
54TPFL,Gibbonsdown                     ,4105,2198,63,354,1907
54TPFM,Illtyd                          ,5938,3619,52,303,2319
54TPFN,Llandough                       ,1636,1075,6,52,561
54TPFP,Llandow                         ,1478,939,4,37,539
54TPFQ,Llantwit Major                  ,7585,4712,61,317,2873
54TPFR,Peterston-super-Ely             ,2200,1164,12,63,1036
54TPFS,Rhoose                          ,3528,2146,27,121,1382
54TPFT,St. Athan                       ,2926,2105,33,144,821
54TPFU,Stanwell                        ,3089,1542,15,134,1547
54TPFW,Sully                           ,3388,2116,4,94,1272
54TPFX,Wenvoe                          ,1885,1134,2,37,751
54TPSS,SHIPPING                        ,0,0,0,0,0
55TQFA,Allt-Wen                        ,1799,1049,12,85,750
55TQFB,Clydach                         ,2372,1206,14,73,1166
55TQFC,Cwmllynfell                     ,961,490,11,54,471
55TQFD,Dulais East                     ,1226,629,17,89,597
55TQFE,Godre'r graig                   ,1200,645,19,62,555
55TQFF,Gorseinon Central               ,1258,592,16,54,666
